locationabbr,income,obesity_pct,income_mid,state_median_income,rel_income,state_inc_quintile,rel_income_c,state_inc_c,income_bin
OR,75000 or greater,25.952983552212164,75000.0,88740,-13740.0,Q4,1.0533730784261086,0.5708092240154448,50-74k
OR,Less than 15000,34.84636526588329,15000.0,88740,-73740.0,Q4,-1.3090090762529953,0.5708092240154448,<15k
PA,15000 - 24999,34.144097448131284,19999.5,79820,-59820.5,Q3,-0.7609561028853989,-0.11600978833407465,15-24k
PA,25000 - 34999,32.59835855894266,29999.5,79820,-49820.5,Q3,-0.3672257437722149,-0.11600978833407465,25-34k
PA,35000 - 49999,32.595418360433605,42499.5,79820,-37320.5,Q3,0.12493720511926507,-0.11600978833407465,35-49k
PA,50000 - 74999,32.43442145364906,62499.5,79820,-17320.5,Q3,0.9123979233456331,-0.11600978833407465,50-74k
PA,75000 or greater,26.533576797316233,75000.0,79820,-4820.0,Q3,1.4045805587550686,-0.11600978833407465,50-74k
PA,Less than 15000,36.64387073259628,15000.0,79820,-64820.0,Q3,-0.9578015959240352,-0.11600978833407465,<15k
RI,15000 - 24999,31.744585039077034,19999.5,81860,-61860.5,Q3,-0.8412770961444884,0.041065411799671936,15-24k
RI,25000 - 34999,31.49657083477658,29999.5,81860,-51860.5,Q3,-0.44754673703130443,0.041065411799671936,25-34k
RI,35000 - 49999,30.087850847457624,42499.5,81860,-39360.5,Q3,0.04461621186017554,0.041065411799671936,35-49k
RI,50000 - 74999,29.188969490078943,62499.5,81860,-19360.5,Q3,0.8320769300865435,0.041065411799671936,50-74k
RI,75000 or greater,25.15101417666303,75000.0,81860,-6860.0,Q3,1.3242595654959792,0.041065411799671936,50-74k
RI,Less than 15000,34.31499338249197,15000.0,81860,-66860.0,Q3,-1.0381225891831247,0.041065411799671936,<15k
SC,15000 - 24999,37.084646992902506,19999.5,69100,-49100.5,Q1(low),-0.33887715791606565,-0.9414245655074881,15-24k
SC,25000 - 34999,36.42514086183636,29999.5,69100,-39100.5,Q1(low),0.05485320119711832,-0.9414245655074881,25-34k
SC,35000 - 49999,34.22197651663405,42499.5,69100,-26600.5,Q1(low),0.5470161500885983,-0.9414245655074881,35-49k
SC,50000 - 74999,34.02246821705427,62499.5,69100,-6600.5,Q1(low),1.3344768683149664,-0.9414245655074881,50-74k
SC,75000 or greater,28.92323658454269,75000.0,69100,5900.0,Q1(low),1.826659503724402,-0.9414245655074881,50-74k
SC,Less than 15000,39.38576366559485,15000.0,69100,-54100.0,Q1(low),-0.535722650954702,-0.9414245655074881,<15k
SD,15000 - 24999,33.35823739579198,19999.5,81740,-61740.5,Q3,-0.8365523318351302,0.03182569414474567,15-24k
SD,25000 - 34999,33.844205279256826,29999.5,81740,-51740.5,Q3,-0.44282197272194623,0.03182569414474567,25-34k
SD,35000 - 49999,32.78221709006929,42499.5,81740,-39240.5,Q3,0.04934097616953374,0.03182569414474567,35-49k
SD,50000 - 74999,33.46450956757571,62499.5,81740,-19240.5,Q3,0.8368016943959017,0.03182569414474567,50-74k
SD,75000 or greater,30.457299024554324,75000.0,81740,-6740.0,Q3,1.3289843298053374,0.03182569414474567,50-74k
SD,Less than 15000,34.78925358213929,15000.0,81740,-66740.0,Q3,-1.0333978248737665,0.03182569414474567,<15k
TN,15000 - 24999,36.70887209627764,19999.5,72700,-52700.5,Q2,-0.48062008719681193,-0.6642330358597,15-24k
TN,25000 - 34999,35.056659651232714,29999.5,72700,-42700.5,Q2,-0.08688972808362791,-0.6642330358597,25-34k
TN,35000 - 49999,36.016762230084176,42499.5,72700,-30200.5,Q2,0.40527322080785205,-0.6642330358597,35-49k
TN,50000 - 74999,35.94586751561161,62499.5,72700,-10200.5,Q2,1.19273393903422,-0.6642330358597,50-74k
TN,75000 or greater,31.83034071550255,75000.0,72700,2300.0,Q2,1.6849165744436556,-0.6642330358597,50-74k
TN,Less than 15000,37.77349853002939,15000.0,72700,-57700.0,Q2,-0.6774655802354482,-0.6642330358597,<15k
TX,15000 - 24999,36.58120374938333,19999.5,79060,-59060.5,Q3,-0.7310325955927969,-0.1745280001486077,15-24k
TX,25000 - 34999,35.06437541799808,29999.5,79060,-49060.5,Q3,-0.33730223647961294,-0.1745280001486077,25-34k
TX,35000 - 49999,33.57912350097319,42499.5,79060,-36560.5,Q3,0.15486071241186705,-0.1745280001486077,35-49k
TX,50000 - 74999,35.07535376044569,62499.5,79060,-16560.5,Q3,0.942321430638235,-0.1745280001486077,50-74k
TX,75000 or greater,29.24867485845079,75000.0,79060,-4060.0,Q3,1.4345040660476707,-0.1745280001486077,50-74k
TX,Less than 15000,39.6189859839817,15000.0,79060,-64060.0,Q3,-0.9278780886314333,-0.1745280001486077,<15k
UT,15000 - 24999,28.18266089202948,19999.5,101200,-81200.5,Q5(high),-1.6027516106693862,1.5301999071852892,15-24k
UT,25000 - 34999,29.262359744519248,29999.5,101200,-71200.5,Q5(high),-1.2090212515562022,1.5301999071852892,25-34k
UT,35000 - 49999,29.401767464229888,42499.5,101200,-58700.5,Q5(high),-0.7168583026647223,1.5301999071852892,35-49k
UT,50000 - 74999,28.70300398442047,62499.5,101200,-38700.5,Q5(high),0.07060241556164568,1.5301999071852892,50-74k
UT,75000 or greater,25.130064647165188,75000.0,101200,-26200.0,Q5(high),0.5627850509710813,1.5301999071852892,50-74k
UT,Less than 15000,27.867170206401436,15000.0,101200,-86200.0,Q5(high),-1.7995971037080225,1.5301999071852892,<15k
VA,15000 - 24999,35.572555928869946,19999.5,96490,-76490.5,Q5(high),-1.4173046115270767,1.167540989229433,15-24k
VA,25000 - 34999,33.8104355419714,29999.5,96490,-66490.5,Q5(high),-1.0235742524138927,1.167540989229433,25-34k
VA,35000 - 49999,33.2965112406328,42499.5,96490,-53990.5,Q5(high),-0.5314113035224126,1.167540989229433,35-49k
VA,50000 - 74999,31.90494270329974,62499.5,96490,-33990.5,Q5(high),0.2560494147039553,1.167540989229433,50-74k
VA,75000 or greater,27.333089863502657,75000.0,96490,-21490.0,Q5(high),0.748232050113391,1.167540989229433,50-74k
VA,Less than 15000,37.81984744707347,15000.0,96490,-81490.0,Q5(high),-1.614150104565713,1.167540989229433,<15k
VT,15000 - 24999,31.509833734412602,19999.5,85190,-65190.5,Q4,-0.9723893057291787,0.2974675767238759,15-24k
VT,25000 - 34999,29.332968685901815,29999.5,85190,-55190.5,Q4,-0.5786589466159947,0.2974675767238759,25-34k
VT,35000 - 49999,28.069277402952967,42499.5,85190,-42690.5,Q4,-0.08649599772451473,0.2974675767238759,35-49k
VT,50000 - 74999,28.05461437301772,62499.5,85190,-22690.5,Q4,0.7009647205018532,0.2974675767238759,50-74k
VT,75000 or greater,22.505725171188796,75000.0,85190,-10190.0,Q4,1.1931473559112888,0.2974675767238759,50-74k
VT,Less than 15000,31.941791907514457,15000.0,85190,-70190.0,Q4,-1.169234798767815,0.2974675767238759,<15k
WA,15000 - 24999,31.819748211731042,19999.5,93440,-73440.5,Q5(high),-1.2972168519975555,0.932698165500057,15-24k
WA,25000 - 34999,30.872047143223163,29999.5,93440,-63440.5,Q5(high),-0.9034864928843716,0.932698165500057,25-34k
WA,35000 - 49999,31.460074916632404,42499.5,93440,-50940.5,Q5(high),-0.4113235439928915,0.932698165500057,35-49k
WA,50000 - 74999,30.579296630454795,62499.5,93440,-30940.5,Q5(high),0.3761371742334765,0.932698165500057,50-74k
WA,75000 or greater,25.73483533288819,75000.0,93440,-18440.0,Q5(high),0.8683198096429121,0.932698165500057,50-74k
WA,Less than 15000,34.551235824367545,15000.0,93440,-78440.0,Q5(high),-1.4940623450361918,0.932698165500057,<15k
WI,15000 - 24999,35.18497948563995,19999.5,79690,-59690.5,Q3,-0.7558376082169275,-0.12601948246024477,15-24k
WI,25000 - 34999,35.10799908842297,29999.5,79690,-49690.5,Q3,-0.36210724910374353,-0.12601948246024477,25-34k
WI,35000 - 49999,34.23861258946595,42499.5,79690,-37190.5,Q3,0.13005569978773646,-0.12601948246024477,35-49k
WI,50000 - 74999,33.47526344547654,62499.5,79690,-17190.5,Q3,0.9175164180141044,-0.12601948246024477,50-74k
WI,75000 or greater,29.852115552961774,75000.0,79690,-4690.0,Q3,1.40969905342354,-0.12601948246024477,50-74k
WI,Less than 15000,36.25257566646622,15000.0,79690,-64690.0,Q3,-0.9526831012555639,-0.12601948246024477,<15k
WV,15000 - 24999,39.782293577981655,19999.5,60410,-40410.5,Q1(low),0.003274524153291218,-1.6105341190183988,15-24k
WV,25000 - 34999,39.4827817032354,29999.5,60410,-30410.5,Q1(low),0.3970048832664752,-1.6105341190183988,25-34k
WV,35000 - 49999,38.37217305801377,42499.5,60410,-17910.5,Q1(low),0.8891678321579551,-1.6105341190183988,35-49k
WV,50000 - 74999,39.869510394183806,62499.5,60410,2089.5,Q1(low),1.6766285503843232,-1.6105341190183988,50-74k
WV,75000 or greater,35.919429920728625,75000.0,60410,14590.0,Q1(low),2.168811185793759,-1.6105341190183988,50-74k
WV,Less than 15000,38.28482362592289,15000.0,60410,-45410.0,Q1(low),-0.1935709688853451,-1.6105341190183988,<15k
WY,15000 - 24999,30.93543180978194,19999.5,77200,-57200.5,Q2,-0.6577987487977447,-0.3177436237999649,15-24k
WY,25000 - 34999,29.002486848397897,29999.5,77200,-47200.5,Q2,-0.2640683896845607,-0.3177436237999649,25-34k
WY,35000 - 49999,29.461992840095462,42499.5,77200,-34700.5,Q2,0.2280945592069193,-0.3177436237999649,35-49k
WY,50000 - 74999,30.304615538646377,62499.5,77200,-14700.5,Q2,1.0155552774332872,-0.3177436237999649,50-74k
WY,75000 or greater,26.98511819250359,75000.0,77200,-2200.0,Q2,1.5077379128427228,-0.3177436237999649,50-74k
WY,Less than 15000,32.149822743386956,15000.0,77200,-62200.0,Q2,-0.854644241836381,-0.3177436237999649,<15k
