locationabbr,income,sex,ageyears,race_ethnicity,education,obesity_pct,total_sample_size,strat_type
IA,,,,2 or more races,,36.62162485065711,837.0,race_ethnicity
IA,,,,American Indian/Alaska Native,,45.2,58.0,race_ethnicity
IA,,,,Asian,,12.778927203065134,783.0,race_ethnicity
IA,,,,Hispanic,,36.356352732119056,4502.0,race_ethnicity
IA,,,,Non-Hispanic Black,,39.80435244161359,1884.0,race_ethnicity
IA,,,,Non-Hispanic White,,34.0430624474937,89275.0,race_ethnicity
ID,,,,2 or more races,,33.25730110775428,993.0,race_ethnicity
ID,,,,American Indian/Alaska Native,,39.68837837837838,740.0,race_ethnicity
ID,,,,Hispanic,,35.068165650406506,3936.0,race_ethnicity
ID,,,,Non-Hispanic White,,28.70177303793707,60574.0,race_ethnicity
IL,,,,2 or more races,,28.756638418079095,708.0,race_ethnicity
IL,,,,Asian,,9.542267050912583,2082.0,race_ethnicity
IL,,,,Hispanic,,35.87864171640587,6199.0,race_ethnicity
IL,,,,Non-Hispanic Black,,40.78945844193455,6906.0,race_ethnicity
IL,,,,Non-Hispanic White,,29.79953679406731,43825.0,race_ethnicity
IN,,,,2 or more races,,38.602288732394356,1704.0,race_ethnicity
IN,,,,American Indian/Alaska Native,,38.211934156378604,729.0,race_ethnicity
IN,,,,Asian,,10.005508870214753,1071.0,race_ethnicity
IN,,,,Hispanic,,35.65653363740023,4385.0,race_ethnicity
IN,,,,Non-Hispanic Black,,42.58753829321663,9140.0,race_ethnicity
IN,,,,Non-Hispanic White,,33.45819052287922,95873.0,race_ethnicity
IN,,,,Other,,35.16868932038835,412.0,race_ethnicity
KS,,,,2 or more races,,36.17563270603504,3082.0,race_ethnicity
KS,,,,American Indian/Alaska Native,,38.07398239823982,1818.0,race_ethnicity
KS,,,,Asian,,11.330326086956523,1840.0,race_ethnicity
KS,,,,Hispanic,,36.47997655334115,8530.0,race_ethnicity
KS,,,,Non-Hispanic Black,,40.66821566464424,7252.0,race_ethnicity
KS,,,,Non-Hispanic White,,32.2163977144891,157339.0,race_ethnicity
KS,,,,Other,,38.413015873015866,315.0,race_ethnicity
KY,,,,2 or more races,,33.73752222880854,1687.0,race_ethnicity
KY,,,,American Indian/Alaska Native,,30.650628930817614,636.0,race_ethnicity
KY,,,,Hispanic,,28.88120362737016,1213.0,race_ethnicity
KY,,,,Non-Hispanic Black,,41.865601631543164,8826.0,race_ethnicity
KY,,,,Non-Hispanic White,,33.76584924598208,80701.0,race_ethnicity
KY,,,,Other,,47.1,54.0,race_ethnicity
LA,,,,2 or more races,,35.769081632653055,980.0,race_ethnicity
LA,,,,American Indian/Alaska Native,,38.30035149384886,569.0,race_ethnicity
LA,,,,Hispanic,,34.14057203389831,1888.0,race_ethnicity
LA,,,,Non-Hispanic Black,,43.7525737778779,17756.0,race_ethnicity
LA,,,,Non-Hispanic White,,32.8654177486501,48522.0,race_ethnicity
LA,,,,Other,,26.018396226415092,212.0,race_ethnicity
MA,,,,2 or more races,,27.546875,2048.0,race_ethnicity
MA,,,,American Indian/Alaska Native,,30.828859060402685,298.0,race_ethnicity
MA,,,,Asian,,8.704920553562275,3902.0,race_ethnicity
MA,,,,Hispanic,,31.953563052498644,11086.0,race_ethnicity
MA,,,,Non-Hispanic Black,,34.0132730015083,7293.0,race_ethnicity
MA,,,,Non-Hispanic White,,23.87487834722973,105423.0,race_ethnicity
MA,,,,Other,,24.380345394736842,1216.0,race_ethnicity
MD,,,,2 or more races,,33.678913126674324,2613.0,race_ethnicity
MD,,,,American Indian/Alaska Native,,35.44059080962801,914.0,race_ethnicity
MD,,,,Asian,,11.48349710254472,3969.0,race_ethnicity
MD,,,,Hispanic,,31.415327234342012,7105.0,race_ethnicity
MD,,,,Non-Hispanic Black,,39.835148457096196,34286.0,race_ethnicity
MD,,,,Non-Hispanic White,,28.475065568567175,119722.0,race_ethnicity
MD,,,,Other,,30.213082811412658,1437.0,race_ethnicity
ME,,,,2 or more races,,33.813286302175186,1701.0,race_ethnicity
ME,,,,American Indian/Alaska Native,,35.91066447908122,1219.0,race_ethnicity
ME,,,,Asian,,18.4,50.0,race_ethnicity
ME,,,,Hispanic,,30.56346555323591,1437.0,race_ethnicity
ME,,,,Non-Hispanic Black,,25.7525,240.0,race_ethnicity
ME,,,,Non-Hispanic White,,30.314267566692408,120441.0,race_ethnicity
ME,,,,Other,,24.192391304347826,184.0,race_ethnicity
MI,,,,2 or more races,,34.829452054794515,2628.0,race_ethnicity
MI,,,,American Indian/Alaska Native,,34.407836990595605,957.0,race_ethnicity
MI,,,,Asian,,10.316593406593407,1820.0,race_ethnicity
MI,,,,Hispanic,,38.749296696107294,3057.0,race_ethnicity
MI,,,,Non-Hispanic Black,,40.17793686950862,12292.0,race_ethnicity
MI,,,,Non-Hispanic White,,32.05207322608301,99145.0,race_ethnicity
MI,,,,Other,,26.839259259259258,405.0,race_ethnicity
MN,,,,2 or more races,,34.902038043478264,2208.0,race_ethnicity
MN,,,,American Indian/Alaska Native,,41.50940334128879,2095.0,race_ethnicity
MN,,,,Asian,,16.310726447219068,3524.0,race_ethnicity
MN,,,,Hispanic,,33.48592679257897,5983.0,race_ethnicity
MN,,,,Non-Hispanic Black,,32.61203857665447,6014.0,race_ethnicity
MN,,,,Non-Hispanic White,,29.062591740209847,165549.0,race_ethnicity
MN,,,,Other,,32.10688836104514,421.0,race_ethnicity
MO,,,,2 or more races,,36.400460829493085,1736.0,race_ethnicity
MO,,,,American Indian/Alaska Native,,37.59810495626822,686.0,race_ethnicity
MO,,,,Asian,,10.186064030131828,531.0,race_ethnicity
MO,,,,Hispanic,,35.249836601307194,1836.0,race_ethnicity
MO,,,,Non-Hispanic Black,,40.90296145586074,8847.0,race_ethnicity
MO,,,,Non-Hispanic White,,32.60203938580365,75611.0,race_ethnicity
MO,,,,Other,,38.1,83.0,race_ethnicity
MS,,,,2 or more races,,25.8109375,128.0,race_ethnicity
MS,,,,American Indian/Alaska Native,,41.9,58.0,race_ethnicity
MS,,,,Hispanic,,29.635897435897437,468.0,race_ethnicity
MS,,,,Non-Hispanic Black,,45.07663587048653,23596.0,race_ethnicity
MS,,,,Non-Hispanic White,,32.93464915428599,41799.0,race_ethnicity
MT,,,,2 or more races,,31.655013123359577,1905.0,race_ethnicity
MT,,,,American Indian/Alaska Native,,39.588047113566965,6877.0,race_ethnicity
MT,,,,Hispanic,,30.690946502057614,1701.0,race_ethnicity
MT,,,,Non-Hispanic White,,25.82770185666393,74273.0,race_ethnicity
MT,,,,Other,,29.137931034482758,116.0,race_ethnicity
NC,,,,2 or more races,,29.49657724329325,1081.0,race_ethnicity
NC,,,,American Indian/Alaska Native,,40.78162411050649,2389.0,race_ethnicity
NC,,,,Asian,,12.387056128293242,873.0,race_ethnicity
NC,,,,Hispanic,,30.558851674641147,4807.0,race_ethnicity
NC,,,,Non-Hispanic Black,,42.74156315422192,14330.0,race_ethnicity
NC,,,,Non-Hispanic White,,28.44507584207004,53796.0,race_ethnicity
NC,,,,Other,,22.495217391304347,230.0,race_ethnicity
ND,,,,2 or more races,,37.81697341513292,489.0,race_ethnicity
ND,,,,American Indian/Alaska Native,,45.55846020008699,2299.0,race_ethnicity
ND,,,,Hispanic,,36.80824499411072,849.0,race_ethnicity
ND,,,,Non-Hispanic Black,,27.470262390670555,343.0,race_ethnicity
ND,,,,Non-Hispanic White,,32.396749771775745,63534.0,race_ethnicity
NE,,,,2 or more races,,35.91360471344402,1867.0,race_ethnicity
NE,,,,American Indian/Alaska Native,,41.95915238954012,2218.0,race_ethnicity
NE,,,,Asian,,12.302372583479789,1138.0,race_ethnicity
NE,,,,Hispanic,,34.01829965299041,9798.0,race_ethnicity
NE,,,,Non-Hispanic Black,,37.08603663392619,3767.0,race_ethnicity
NE,,,,Non-Hispanic White,,31.69543976498028,178368.0,race_ethnicity
NE,,,,Other,,22.571122994652406,187.0,race_ethnicity
NH,,,,2 or more races,,27.239772727272726,704.0,race_ethnicity
NH,,,,Asian,,9.382037037037035,540.0,race_ethnicity
NH,,,,Hispanic,,29.943129388164493,997.0,race_ethnicity
NH,,,,Non-Hispanic White,,29.04028565014872,71276.0,race_ethnicity
NH,,,,Other,,31.708695652173912,345.0,race_ethnicity
NJ,,,,2 or more races,,31.534995547640253,1123.0,race_ethnicity
NJ,,,,American Indian/Alaska Native,,28.017491749174916,303.0,race_ethnicity
NJ,,,,Asian,,10.608964971304173,5053.0,race_ethnicity
NJ,,,,Hispanic,,30.8615174251455,14261.0,race_ethnicity
NJ,,,,Non-Hispanic Black,,35.99625543816035,12872.0,race_ethnicity
NJ,,,,Non-Hispanic White,,25.63372311792835,76538.0,race_ethnicity
NJ,,,,Other,,23.30139146567718,1078.0,race_ethnicity
NM,,,,2 or more races,,28.14638922888617,817.0,race_ethnicity
NM,,,,American Indian/Alaska Native,,40.590254354437384,7234.0,race_ethnicity
NM,,,,Asian,,9.170648464163822,293.0,race_ethnicity
NM,,,,Hispanic,,32.77191055882671,27683.0,race_ethnicity
NM,,,,Non-Hispanic Black,,33.3996835443038,948.0,race_ethnicity
NM,,,,Non-Hispanic White,,24.133369528333894,44205.0,race_ethnicity
NM,,,,Other,,21.65799256505576,269.0,race_ethnicity
NV,,,,2 or more races,,28.134652114597547,1466.0,race_ethnicity
NV,,,,American Indian/Alaska Native,,40.01912225705329,319.0,race_ethnicity
NV,,,,Asian,,15.606101694915251,1180.0,race_ethnicity
NV,,,,Hispanic,,30.65837368508933,5989.0,race_ethnicity
NV,,,,Non-Hispanic Black,,34.603673880221436,1987.0,race_ethnicity
NV,,,,Non-Hispanic White,,26.812504782553244,31364.0,race_ethnicity
NV,,,,Other,,18.579512195121954,205.0,race_ethnicity
NY,,,,2 or more races,,29.194102397926113,3086.0,race_ethnicity
NY,,,,American Indian/Alaska Native,,30.241302791696498,1397.0,race_ethnicity
NY,,,,Asian,,11.822702863961814,6704.0,race_ethnicity
NY,,,,Hawaiian/Pacific Islander,,31.06,125.0,race_ethnicity
NY,,,,Hispanic,,30.74687381223869,21048.0,race_ethnicity
NY,,,,Non-Hispanic Black,,34.57209384371142,17007.0,race_ethnicity
NY,,,,Non-Hispanic White,,26.423972804999483,145615.0,race_ethnicity
NY,,,,Other,,26.56009564293305,1882.0,race_ethnicity
OH,,,,2 or more races,,38.93868974042027,2427.0,race_ethnicity
OH,,,,American Indian/Alaska Native,,36.72932960893854,1074.0,race_ethnicity
OH,,,,Asian,,11.632618343195267,1352.0,race_ethnicity
OH,,,,Hispanic,,34.796651949963206,2718.0,race_ethnicity
OH,,,,Non-Hispanic Black,,39.59439860207746,10301.0,race_ethnicity
OH,,,,Non-Hispanic White,,33.20598798357856,133484.0,race_ethnicity
OH,,,,Other,,30.956991150442473,565.0,race_ethnicity
OK,,,,2 or more races,,36.31775956284154,4758.0,race_ethnicity
OK,,,,American Indian/Alaska Native,,41.94856218547807,5564.0,race_ethnicity
OK,,,,Asian,,10.675158227848101,632.0,race_ethnicity
OK,,,,Hispanic,,36.67649199417758,4122.0,race_ethnicity
OK,,,,Non-Hispanic Black,,40.21181657848325,4536.0,race_ethnicity
OK,,,,Non-Hispanic White,,33.863954317187755,61730.0,race_ethnicity
OR,,,,2 or more races,,31.73860191772348,3233.0,race_ethnicity
OR,,,,American Indian/Alaska Native,,39.07898550724637,414.0,race_ethnicity
OR,,,,Asian,,12.282660550458717,1090.0,race_ethnicity
OR,,,,Hispanic,,35.1941912869304,3994.0,race_ethnicity
OR,,,,Non-Hispanic Black,,31.88641425389755,449.0,race_ethnicity
OR,,,,Non-Hispanic White,,28.703476580505615,56406.0,race_ethnicity
OR,,,,Other,,37.56568047337279,169.0,race_ethnicity
PA,,,,2 or more races,,33.8449740034662,1154.0,race_ethnicity
PA,,,,American Indian/Alaska Native,,18.4,90.0,race_ethnicity
PA,,,,Asian,,8.303450363196127,1652.0,race_ethnicity
PA,,,,Hispanic,,34.46090937796021,3167.0,race_ethnicity
PA,,,,Non-Hispanic Black,,38.158362989323834,8149.0,race_ethnicity
PA,,,,Non-Hispanic White,,29.909769984345807,79212.0,race_ethnicity
PR,,,,Hispanic,,31.776949183636027,54510.0,race_ethnicity
RI,,,,2 or more races,,31.444916344916347,777.0,race_ethnicity
RI,,,,Asian,,9.883737373737375,990.0,race_ethnicity
RI,,,,Hispanic,,32.58787987129067,5594.0,race_ethnicity
RI,,,,Non-Hispanic Black,,34.8128421900161,2484.0,race_ethnicity
RI,,,,Non-Hispanic White,,27.53591674125555,56979.0,race_ethnicity
RI,,,,Other,,31.03588301462317,889.0,race_ethnicity
SC,,,,2 or more races,,32.160310004697045,2129.0,race_ethnicity
SC,,,,American Indian/Alaska Native,,38.51156004489338,891.0,race_ethnicity
SC,,,,Asian,,15.328299120234604,682.0,race_ethnicity
SC,,,,Hispanic,,30.386743215031316,2874.0,race_ethnicity
SC,,,,Non-Hispanic Black,,43.08803189707163,29846.0,race_ethnicity
SC,,,,Non-Hispanic White,,30.07631557040754,84089.0,race_ethnicity
SC,,,,Other,,33.00642023346304,514.0,race_ethnicity
SD,,,,2 or more races,,37.825714285714284,1505.0,race_ethnicity
SD,,,,American Indian/Alaska Native,,43.18344581565754,10372.0,race_ethnicity
SD,,,,Hispanic,,35.39336188436831,1401.0,race_ethnicity
SD,,,,Non-Hispanic Black,,30.8,73.0,race_ethnicity
SD,,,,Non-Hispanic White,,30.9824771949829,70160.0,race_ethnicity
TN,,,,2 or more races,,37.3359375,960.0,race_ethnicity
TN,,,,American Indian/Alaska Native,,31.236286919831223,237.0,race_ethnicity
TN,,,,Asian,,12.4,57.0,race_ethnicity
TN,,,,Hispanic,,33.47231270358306,1228.0,race_ethnicity
TN,,,,Non-Hispanic Black,,44.12593148287071,7998.0,race_ethnicity
TN,,,,Non-Hispanic White,,32.51681024320354,55139.0,race_ethnicity
TX,,,,2 or more races,,28.30730659025788,2094.0,race_ethnicity
TX,,,,American Indian/Alaska Native,,37.805628847845206,1137.0,race_ethnicity
TX,,,,Asian,,11.07981220657277,3195.0,race_ethnicity
TX,,,,Hispanic,,37.867353047141314,36083.0,race_ethnicity
TX,,,,Non-Hispanic Black,,40.90566790846194,11274.0,race_ethnicity
TX,,,,Non-Hispanic White,,29.930468266118197,85571.0,race_ethnicity
TX,,,,Other,,29.291395793499042,523.0,race_ethnicity
US,,,,2 or more races,,31.698154642461976,106646.0,race_ethnicity
US,,,,American Indian/Alaska Native,,37.14659401499755,85614.0,race_ethnicity
US,,,,Asian,,11.009911037833167,113419.0,race_ethnicity
US,,,,Hawaiian/Pacific Islander,,33.975341051544866,13561.0,race_ethnicity
US,,,,Hispanic,,33.606774260123004,363405.0,race_ethnicity
US,,,,Non-Hispanic Black,,39.55456729674061,417041.0,race_ethnicity
US,,,,Non-Hispanic White,,29.137704277141708,4105452.0,race_ethnicity
US,,,,Other,,26.889986715376953,30110.0,race_ethnicity
UT,,,,2 or more races,,27.72396069538927,1323.0,race_ethnicity
UT,,,,American Indian/Alaska Native,,37.71286764705882,1360.0,race_ethnicity
UT,,,,Asian,,9.826205023761032,1473.0,race_ethnicity
UT,,,,Hawaiian/Pacific Islander,,62.872549019607845,102.0,race_ethnicity
UT,,,,Hispanic,,30.81861525311046,10529.0,race_ethnicity
UT,,,,Non-Hispanic Black,,30.03238993710692,636.0,race_ethnicity
UT,,,,Non-Hispanic White,,26.399290460449425,119796.0,race_ethnicity
UT,,,,Other,,17.58,200.0,race_ethnicity
VA,,,,2 or more races,,31.523939881910895,1863.0,race_ethnicity
VA,,,,American Indian/Alaska Native,,30.043188854489166,646.0,race_ethnicity
VA,,,,Asian,,11.355384615384617,2340.0,race_ethnicity
VA,,,,Hispanic,,29.90203289173138,4378.0,race_ethnicity
VA,,,,Non-Hispanic Black,,42.146527948781085,16244.0,race_ethnicity
VA,,,,Non-Hispanic White,,29.395523299451707,78607.0,race_ethnicity
VA,,,,Other,,28.74825870646766,201.0,race_ethnicity
VI,,,,Hispanic,,36.43221649484536,776.0,race_ethnicity
VI,,,,Non-Hispanic Black,,35.18199672667758,3666.0,race_ethnicity
VI,,,,Non-Hispanic White,,20.07964959568733,742.0,race_ethnicity
VI,,,,Other,,29.3,61.0,race_ethnicity
VT,,,,2 or more races,,28.224893435635128,1173.0,race_ethnicity
VT,,,,American Indian/Alaska Native,,38.22331288343558,489.0,race_ethnicity
VT,,,,Asian,,10.371508379888269,179.0,race_ethnicity
VT,,,,Hispanic,,28.06976987447699,956.0,race_ethnicity
VT,,,,Non-Hispanic Black,,24.5078125,128.0,race_ethnicity
VT,,,,Non-Hispanic White,,26.4984246330111,75411.0,race_ethnicity
VT,,,,Other,,32.7083044982699,289.0,race_ethnicity
WA,,,,2 or more races,,32.98891244435023,4717.0,race_ethnicity
WA,,,,American Indian/Alaska Native,,38.17713026444662,2042.0,race_ethnicity
WA,,,,Asian,,10.415014925373134,6700.0,race_ethnicity
WA,,,,Hawaiian/Pacific Islander,,39.2211320754717,530.0,race_ethnicity
WA,,,,Hispanic,,35.051870612281164,11253.0,race_ethnicity
WA,,,,Non-Hispanic Black,,35.632446808510636,3572.0,race_ethnicity
WA,,,,Non-Hispanic White,,29.169743919353202,147805.0,race_ethnicity
WA,,,,Other,,26.87382234185734,1486.0,race_ethnicity
WI,,,,2 or more races,,35.6782816229117,838.0,race_ethnicity
WI,,,,American Indian/Alaska Native,,43.20409722222222,1440.0,race_ethnicity
WI,,,,Asian,,16.259634888438136,493.0,race_ethnicity
WI,,,,Hispanic,,35.87289103690685,2276.0,race_ethnicity
WI,,,,Non-Hispanic Black,,42.57484855827477,4127.0,race_ethnicity
WI,,,,Non-Hispanic White,,32.234547285758076,68509.0,race_ethnicity
WI,,,,Other,,32.548780487804876,164.0,race_ethnicity
WV,,,,2 or more races,,39.53606719367589,1012.0,race_ethnicity
WV,,,,Hispanic,,35.9427397260274,365.0,race_ethnicity
WV,,,,Non-Hispanic Black,,42.550655840099935,1601.0,race_ethnicity
WV,,,,Non-Hispanic White,,37.48851678376269,64050.0,race_ethnicity
WY,,,,2 or more races,,30.945121951219512,574.0,race_ethnicity
WY,,,,American Indian/Alaska Native,,37.459811616954475,637.0,race_ethnicity
WY,,,,Hispanic,,32.79384898710865,2715.0,race_ethnicity
WY,,,,Non-Hispanic White,,28.389121324114516,56551.0,race_ethnicity
WY,,,,Other,,18.070967741935487,124.0,race_ethnicity
AK,,,,,College graduate,25.452204414224813,18531.0,education
AK,,,,,High school graduate,31.583074742652546,13406.0,education
AK,,,,,Less than high school,30.271940298507463,2680.0,education
AK,,,,,Some college or technical school,34.206498094908206,14435.0,education
AL,,,,,College graduate,30.77630329762655,23805.0,education
AL,,,,,High school graduate,35.99852073397462,24742.0,education
AL,,,,,Less than high school,37.29460522005024,9157.0,education
AL,,,,,Some college or technical school,37.06261906842611,22886.0,education
AR,,,,,College graduate,31.72177209705373,18464.0,education
AR,,,,,High school graduate,36.69518711599329,21484.0,education
AR,,,,,Less than high school,36.419178520057535,6257.0,education
AR,,,,,Some college or technical school,37.96718996241968,16498.0,education
AZ,,,,,College graduate,23.660358432526415,44862.0,education
AZ,,,,,High school graduate,30.433226007098163,27331.0,education
AZ,,,,,Less than high school,35.815202745646374,7867.0,education
AZ,,,,,Some college or technical school,31.270729974866136,36604.0,education
CA,,,,,College graduate,16.876625852719958,57170.0,education
CA,,,,,High school graduate,27.722368634446966,24664.0,education
CA,,,,,Less than high school,35.06213393405693,14649.0,education
CA,,,,,Some college or technical school,27.166303724928365,34900.0,education
CO,,,,,College graduate,17.314208439671916,62301.0,education
CO,,,,,High school graduate,24.820552949061664,29840.0,education
CO,,,,,Less than high school,27.732859193527343,7663.0,education
CO,,,,,Some college or technical school,24.7315548031238,36622.0,education
CT,,,,,College graduate,20.972480761480742,52109.0,education
CT,,,,,High school graduate,30.81369154852354,25534.0,education
CT,,,,,Less than high school,33.840612313937754,5912.0,education
CT,,,,,Some college or technical school,29.415942771559198,25372.0,education
DC,,,,,College graduate,14.781443335332085,28351.0,education
DC,,,,,High school graduate,33.06508785332314,7854.0,education
DC,,,,,Less than high school,37.20819070904645,2454.0,education
DC,,,,,Some college or technical school,29.63618940248027,7096.0,education
DE,,,,,College graduate,27.125224852682724,19346.0,education
DE,,,,,High school graduate,33.48632558762472,14933.0,education
DE,,,,,Less than high school,36.50466895278291,3791.0,education
DE,,,,,Some college or technical school,33.950067114093955,13410.0,education
FL,,,,,College graduate,22.759911580620592,60394.0,education
FL,,,,,High school graduate,29.741085385908836,54119.0,education
FL,,,,,Less than high school,32.045746273124585,16703.0,education
FL,,,,,Some college or technical school,28.529540679028276,54254.0,education
GA,,,,,College graduate,26.467926383384032,32547.0,education
GA,,,,,High school graduate,34.05970877872233,23762.0,education
GA,,,,,Less than high school,36.187372405092326,8719.0,education
GA,,,,,Some college or technical school,33.675306874864454,23055.0,education
GU,,,,,College graduate,25.488406768302898,5969.0,education
GU,,,,,High school graduate,34.99210653753026,6195.0,education
GU,,,,,Less than high school,33.86075058639563,1279.0,education
GU,,,,,Some college or technical school,32.4256351039261,4330.0,education
HI,,,,,College graduate,18.04215708323962,40017.0,education
HI,,,,,High school graduate,28.01776623167392,24828.0,education
HI,,,,,Less than high school,28.298207784934192,3571.0,education
HI,,,,,Some college or technical school,24.198141778209827,26746.0,education
IA,,,,,College graduate,28.845414030604292,32087.0,education
IA,,,,,High school graduate,35.88466917363334,32177.0,education
IA,,,,,Less than high school,35.857045215562565,5706.0,education
IA,,,,,Some college or technical school,35.590123456790124,29160.0,education
ID,,,,,College graduate,25.110827744440524,22664.0,education
ID,,,,,High school graduate,30.094633106245773,19229.0,education
ID,,,,,Less than high school,33.016193693693694,4440.0,education
ID,,,,,Some college or technical school,30.84389113544459,22009.0,education
IL,,,,,College graduate,24.87558394732717,25516.0,education
IL,,,,,High school graduate,33.40520005213085,15346.0,education
IL,,,,,Less than high school,34.934151898734186,3950.0,education
IL,,,,,Some college or technical school,33.375563345017525,15976.0,education
IN,,,,,College graduate,29.418031667673244,38083.0,education
IN,,,,,High school graduate,34.7955741409314,38501.0,education
IN,,,,,Less than high school,36.52675274663043,8829.0,education
IN,,,,,Some college or technical school,35.59514507615237,29743.0,education
KS,,,,,College graduate,28.133733758274087,69343.0,education
KS,,,,,High school graduate,34.41172648451432,48787.0,education
KS,,,,,Less than high school,34.67873395880513,9273.0,education
KS,,,,,Some college or technical school,34.83162244692718,54689.0,education
KY,,,,,College graduate,29.322026917702427,27194.0,education
KY,,,,,High school graduate,35.15907942296004,31263.0,education
KY,,,,,Less than high school,35.596250371986905,10081.0,education
KY,,,,,Some college or technical school,35.064082873978336,26305.0,education
LA,,,,,College graduate,30.31920249498775,22445.0,education
LA,,,,,High school graduate,37.26609813697193,22866.0,education
LA,,,,,Less than high school,37.954298245614034,7980.0,education
LA,,,,,Some college or technical school,37.48099506225848,18632.0,education
MA,,,,,College graduate,18.63701371571072,64160.0,education
MA,,,,,High school graduate,27.857984240301725,29696.0,education
MA,,,,,Less than high school,31.464677530410835,8714.0,education
MA,,,,,Some college or technical school,26.32333089707331,31469.0,education
MD,,,,,College graduate,24.815980017113805,79468.0,education
MD,,,,,High school graduate,34.91731113376373,44145.0,education
MD,,,,,Less than high school,35.31260064833211,9563.0,education
MD,,,,,Some college or technical school,33.415869773541125,39654.0,education
ME,,,,,College graduate,23.237846726044825,51085.0,education
ME,,,,,High school graduate,33.198910310142494,36983.0,education
ME,,,,,Less than high school,33.49270851246776,5815.0,education
ME,,,,,Some college or technical school,32.602101688961746,34163.0,education
MI,,,,,College graduate,27.735774258688483,47045.0,education
MI,,,,,High school graduate,34.58072567114094,33376.0,education
MI,,,,,Less than high school,33.88561939554965,6022.0,education
MI,,,,,Some college or technical school,34.82898919966768,36110.0,education
MN,,,,,College graduate,23.92917374363073,80072.0,education
MN,,,,,High school graduate,30.9254706082229,44145.0,education
MN,,,,,Less than high school,32.66919298245614,7125.0,education
MN,,,,,Some college or technical school,31.55601981515194,57128.0,education
MO,,,,,College graduate,28.53532394949286,28986.0,education
MO,,,,,High school graduate,33.75617735975815,29770.0,education
MO,,,,,Less than high school,36.21835019046368,7613.0,education
MO,,,,,Some college or technical school,35.65416650312046,25477.0,education
MS,,,,,College graduate,33.22567149276086,20030.0,education
MS,,,,,High school graduate,37.74659889094269,21640.0,education
MS,,,,,Less than high school,38.32415875754962,9272.0,education
MS,,,,,Some college or technical school,38.5469980800166,19271.0,education
MT,,,,,College graduate,22.059375,30592.0,education
MT,,,,,High school graduate,28.698074091759178,25131.0,education
MT,,,,,Less than high school,28.00807647288334,5126.0,education
MT,,,,,Some college or technical school,28.42306060255372,25923.0,education
NC,,,,,College graduate,24.985301257200824,27601.0,education
NC,,,,,High school graduate,32.852862640756406,21047.0,education
NC,,,,,Less than high school,35.40811657032755,8304.0,education
NC,,,,,Some college or technical school,33.4162498850786,21754.0,education
ND,,,,,College graduate,28.680210179792354,23694.0,education
ND,,,,,High school graduate,33.5877433493018,19622.0,education
ND,,,,,Less than high school,32.78830178759201,3804.0,education
ND,,,,,Some college or technical school,34.72778725314183,22280.0,education
NE,,,,,College graduate,27.59098987864117,61553.0,education
NE,,,,,High school graduate,33.502519093372754,64944.0,education
NE,,,,,Less than high school,33.48185065487328,11758.0,education
NE,,,,,Some college or technical school,33.79648398295464,60779.0,education
NH,,,,,College graduate,23.140916163006406,33422.0,education
NH,,,,,High school graduate,31.930592334494772,20090.0,education
NH,,,,,Less than high school,34.08773444477523,3359.0,education
NH,,,,,Some college or technical school,30.147549750604206,19447.0,education
NJ,,,,,College graduate,20.478921003458833,50306.0,education
NJ,,,,,High school graduate,29.881039408019273,29055.0,education
NJ,,,,,Less than high school,33.438451142046226,7399.0,education
NJ,,,,,Some college or technical school,27.714180793056123,26959.0,education
NM,,,,,College graduate,22.43205423822143,29057.0,education
NM,,,,,High school graduate,30.563750329902344,22734.0,education
NM,,,,,Less than high school,34.871422348072315,9182.0,education
NM,,,,,Some college or technical school,30.962129403557732,22936.0,education
NV,,,,,College graduate,22.048674650161463,14864.0,education
NV,,,,,High school graduate,28.846021854191573,11714.0,education
NV,,,,,Less than high school,31.57836055276382,3184.0,education
NV,,,,,Some college or technical school,28.907217654086722,14229.0,education
NY,,,,,College graduate,20.572597618222858,83719.0,education
NY,,,,,High school graduate,30.51779587759571,52057.0,education
NY,,,,,Less than high school,32.63402315204035,15463.0,education
NY,,,,,Some college or technical school,29.068748379375684,50135.0,education
OH,,,,,College graduate,28.583826406114504,49587.0,education
OH,,,,,High school graduate,35.200965465324174,53135.0,education
OH,,,,,Less than high school,35.18459244532803,10060.0,education
OH,,,,,Some college or technical school,35.560399487340696,41353.0,education
OK,,,,,College graduate,29.900372165148283,25795.0,education
OK,,,,,High school graduate,35.75545450838057,24521.0,education
OK,,,,,Less than high school,35.623238530798915,6997.0,education
OK,,,,,Some college or technical school,36.80857738071391,24961.0,education
OR,,,,,College graduate,22.07621886929649,27505.0,education
OR,,,,,High school graduate,31.032597033764596,15845.0,education
OR,,,,,Less than high school,34.37605233219567,3516.0,education
OR,,,,,Some college or technical school,31.971154669584664,21019.0,education
PA,,,,,College graduate,23.39085545722714,34578.0,education
PA,,,,,High school graduate,33.5445986554726,32279.0,education
PA,,,,,Less than high school,33.54669286182057,6108.0,education
PA,,,,,Some college or technical school,32.018378138191515,22505.0,education
PR,,,,,College graduate,29.75092465565494,18223.0,education
PR,,,,,High school graduate,32.37363524024133,13757.0,education
PR,,,,,Less than high school,32.81254324294163,8961.0,education
PR,,,,,Some college or technical school,32.42727013135352,14008.0,education
RI,,,,,College graduate,22.373708377378435,30272.0,education
RI,,,,,High school graduate,30.97372521658236,17199.0,education
RI,,,,,Less than high school,33.61726829268293,5125.0,education
